Vehicle [frontAxleOnA=98186, rearAxleOnA=98333, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=ONE]
Vehicle [frontAxleOnA=65530506, rearAxleOnA=65530682, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65533783, rearAxleOnA=65533952, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65604073, rearAxleOnA=65604213, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65614355, rearAxleOnA=65614506, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65626314, rearAxleOnA=65626445, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65631606, rearAxleOnA=65631733, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65691428, rearAxleOnA=65691579, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65712824, rearAxleOnA=65712987, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65717692, rearAxleOnA=65717901, frontAxleOnB=65717696, rearAxleOnB=65717905, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65792360, rearAxleOnA=65792481, frontAxleOnB=65792362, rearAxleOnB=65792483, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65817092, rearAxleOnA=65817235, frontAxleOnB=65817095, rearAxleOnB=65817238, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65819354, rearAxleOnA=65819507, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65890401, rearAxleOnA=65890540, frontAxleOnB=65890404, rearAxleOnB=65890543, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65893565, rearAxleOnA=65893714, frontAxleOnB=65893568, rearAxleOnB=65893717, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65938582, rearAxleOnA=65938757, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=65951289, rearAxleOnA=65951415, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66006498, rearAxleOnA=66006613, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66020213, rearAxleOnA=66020335, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66023013, rearAxleOnA=66023153, frontAxleOnB=66023016, rearAxleOnB=66023156, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66045894, rearAxleOnA=66046025, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66052962, rearAxleOnA=66053119, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66109786, rearAxleOnA=66109907, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66112448, rearAxleOnA=66112637, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66129566, rearAxleOnA=66129706, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66147199, rearAxleOnA=66147323, frontAxleOnB=66147202, rearAxleOnB=66147326, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66151319, rearAxleOnA=66151468, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66157324, rearAxleOnA=66157495, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66180682, rearAxleOnA=66180841, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66220878, rearAxleOnA=66221011, frontAxleOnB=66220881, rearAxleOnB=66221014, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66246033, rearAxleOnA=66246158, frontAxleOnB=66246035, rearAxleOnB=66246160, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66256995, rearAxleOnA=66257127, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66329821, rearAxleOnA=66329985, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66332001, rearAxleOnA=66332140, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66351258, rearAxleOnA=66351429, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66375166, rearAxleOnA=66375290, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66378899, rearAxleOnA=66379058, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66420349, rearAxleOnA=66420456, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66461666, rearAxleOnA=66461837, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66530069, rearAxleOnA=66530192, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66602579, rearAxleOnA=66602693, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66602893, rearAxleOnA=66603057, frontAxleOnB=66602896, rearAxleOnB=66603060, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66607386, rearAxleOnA=66607515, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66612741, rearAxleOnA=66612905, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66717361, rearAxleOnA=66717494, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66738384, rearAxleOnA=66738533, frontAxleOnB=66738387, rearAxleOnB=66738536, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66765295, rearAxleOnA=66765451, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66765834, rearAxleOnA=66765975, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66803985, rearAxleOnA=66804130, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66844380, rearAxleOnA=66844521, frontAxleOnB=66844383, rearAxleOnB=66844524, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66861032, rearAxleOnA=66861173, frontAxleOnB=66861035, rearAxleOnB=66861176, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66886077, rearAxleOnA=66886219, frontAxleOnB=66886080, rearAxleOnB=66886222, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66904561, rearAxleOnA=66904715, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66910792, rearAxleOnA=66910927, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66938899, rearAxleOnA=66939032, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66952022, rearAxleOnA=66952169, frontAxleOnB=66952025, rearAxleOnB=66952172, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66986390, rearAxleOnA=66986519, frontAxleOnB=66986393, rearAxleOnB=66986521, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=66993778, rearAxleOnA=66993920, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67064667, rearAxleOnA=67064795, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67081235, rearAxleOnA=67081346, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67085701, rearAxleOnA=67085876, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67087468, rearAxleOnA=67087605, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67096888, rearAxleOnA=67097020, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67101645, rearAxleOnA=67101780, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67195316, rearAxleOnA=67195450, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67228644, rearAxleOnA=67228789, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67250881, rearAxleOnA=67251017, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67261609, rearAxleOnA=67261744, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67291836, rearAxleOnA=67291946, frontAxleOnB=67291838, rearAxleOnB=67291948, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67300363, rearAxleOnA=67300502, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67333555, rearAxleOnA=67333739, frontAxleOnB=67333558, rearAxleOnB=67333743, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67351074, rearAxleOnA=67351225, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67395807, rearAxleOnA=67395932, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67456345, rearAxleOnA=67456506, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67470554, rearAxleOnA=67470688, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67513263, rearAxleOnA=67513398, frontAxleOnB=67513265, rearAxleOnB=67513401, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67517984, rearAxleOnA=67518157, frontAxleOnB=67517987, rearAxleOnB=67518160, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67581210, rearAxleOnA=67581364, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67607999, rearAxleOnA=67608147, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67614293, rearAxleOnA=67614432, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67658387, rearAxleOnA=67658523, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67677621, rearAxleOnA=67677755, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67747740, rearAxleOnA=67747887, frontAxleOnB=67747743, rearAxleOnB=67747890, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67763802, rearAxleOnA=67763938, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67777771, rearAxleOnA=67777898, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67803426, rearAxleOnA=67803556, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=67954439, rearAxleOnA=67954598, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68001672, rearAxleOnA=68001826, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68014747, rearAxleOnA=68014866, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68039094, rearAxleOnA=68039240, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68043034, rearAxleOnA=68043178, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68069867, rearAxleOnA=68069998, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68072749, rearAxleOnA=68072937, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68098454, rearAxleOnA=68098612, frontAxleOnB=68098457, rearAxleOnB=68098615, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68105370, rearAxleOnA=68105549, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68154522, rearAxleOnA=68154681, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68170210, rearAxleOnA=68170349, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68213336, rearAxleOnA=68213488, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68224865, rearAxleOnA=68224996, frontAxleOnB=68224868, rearAxleOnB=68224999, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68260819, rearAxleOnA=68260953, frontAxleOnB=68260822, rearAxleOnB=68260956, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68313912, rearAxleOnA=68314065, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68347242, rearAxleOnA=68347398, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68384200, rearAxleOnA=68384375, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68396148, rearAxleOnA=68396259, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68398376, rearAxleOnA=68398504, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68401586, rearAxleOnA=68401728, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68494991, rearAxleOnA=68495159, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68634483, rearAxleOnA=68634636, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68650040, rearAxleOnA=68650192, frontAxleOnB=68650043, rearAxleOnB=68650195, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68686962, rearAxleOnA=68687109, frontAxleOnB=68686964, rearAxleOnB=68687112, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68707547, rearAxleOnA=68707689, frontAxleOnB=68707550, rearAxleOnB=68707692, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68734147, rearAxleOnA=68734324, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68808958, rearAxleOnA=68809119, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68881625, rearAxleOnA=68881771, frontAxleOnB=68881628, rearAxleOnB=68881773, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68892966, rearAxleOnA=68893086, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68911688, rearAxleOnA=68911856, frontAxleOnB=68911691, rearAxleOnB=68911859, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68940598, rearAxleOnA=68940718, frontAxleOnB=68940600, rearAxleOnB=68940720, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=68991538, rearAxleOnA=68991677, frontAxleOnB=68991541, rearAxleOnB=68991680, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69009627, rearAxleOnA=69009785, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69031134, rearAxleOnA=69031279, frontAxleOnB=69031136, rearAxleOnB=69031282, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69032588, rearAxleOnA=69032743, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69124833, rearAxleOnA=69124993, frontAxleOnB=69124836, rearAxleOnB=69124996, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69133180, rearAxleOnA=69133338, frontAxleOnB=69133183, rearAxleOnB=69133341, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69146640, rearAxleOnA=69146775, frontAxleOnB=69146643, rearAxleOnB=69146777, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69157194, rearAxleOnA=69157313, frontAxleOnB=69157196, rearAxleOnB=69157316, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69200937, rearAxleOnA=69201090, frontAxleOnB=69200940, rearAxleOnB=69201093, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69226742, rearAxleOnA=69226854, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69263085, rearAxleOnA=69263230, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69318059, rearAxleOnA=69318200, frontAxleOnB=69318062, rearAxleOnB=69318203, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69330815, rearAxleOnA=69330977, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69394130, rearAxleOnA=69394284, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69508265, rearAxleOnA=69508375, frontAxleOnB=69508267, rearAxleOnB=69508378, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69563001, rearAxleOnA=69563196, frontAxleOnB=69563005, rearAxleOnB=69563200, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69603317, rearAxleOnA=69603472, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69606301, rearAxleOnA=69606431, frontAxleOnB=69606304, rearAxleOnB=69606434, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69612097, rearAxleOnA=69612224, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69715938, rearAxleOnA=69716071, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69762104, rearAxleOnA=69762249, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69794210, rearAxleOnA=69794353, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69798469, rearAxleOnA=69798599, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69848251, rearAxleOnA=69848433, frontAxleOnB=69848255, rearAxleOnB=69848437, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69857517, rearAxleOnA=69857659, frontAxleOnB=69857520, rearAxleOnB=69857662, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69892244, rearAxleOnA=69892382, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69960345, rearAxleOnA=69960480, frontAxleOnB=69960348, rearAxleOnB=69960483, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69965697, rearAxleOnA=69965833, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=69968128, rearAxleOnA=69968273, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70065935, rearAxleOnA=70066069, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70076601, rearAxleOnA=70076763, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70106423, rearAxleOnA=70106555, frontAxleOnB=70106425, rearAxleOnB=70106557, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70222372, rearAxleOnA=70222487, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70236356, rearAxleOnA=70236510, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70243745, rearAxleOnA=70243896, frontAxleOnB=70243748, rearAxleOnB=70243899, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70310654, rearAxleOnA=70310784, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70321531, rearAxleOnA=70321698, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70376734, rearAxleOnA=70376862, frontAxleOnB=70376737, rearAxleOnB=70376865, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70446240, rearAxleOnA=70446396, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70471386, rearAxleOnA=70471508, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70533589, rearAxleOnA=70533702, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70638811, rearAxleOnA=70638943, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70687272, rearAxleOnA=70687438, frontAxleOnB=70687275, rearAxleOnB=70687441, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70704996, rearAxleOnA=70705134, frontAxleOnB=70704999, rearAxleOnB=70705137, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70707091, rearAxleOnA=70707210, frontAxleOnB=70707093, rearAxleOnB=70707212, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70721957, rearAxleOnA=70722119, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70737636, rearAxleOnA=70737787, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70794797, rearAxleOnA=70794977, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70861761, rearAxleOnA=70861912, frontAxleOnB=70861764, rearAxleOnB=70861915, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70867660, rearAxleOnA=70867796, frontAxleOnB=70867662, rearAxleOnB=70867799, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70876276, rearAxleOnA=70876418, frontAxleOnB=70876279, rearAxleOnB=70876421, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70904022, rearAxleOnA=70904166, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=70958539, rearAxleOnA=70958674, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71018839, rearAxleOnA=71018982, frontAxleOnB=71018842, rearAxleOnB=71018985, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71100230, rearAxleOnA=71100368, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71138075, rearAxleOnA=71138213, frontAxleOnB=71138078, rearAxleOnB=71138216, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71140144, rearAxleOnA=71140278, frontAxleOnB=71140146, rearAxleOnB=71140280, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71173176, rearAxleOnA=71173359, frontAxleOnB=71173180, rearAxleOnB=71173363, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71175282, rearAxleOnA=71175410, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71183734, rearAxleOnA=71183868, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71237673, rearAxleOnA=71237812, frontAxleOnB=71237676, rearAxleOnB=71237815, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71277870, rearAxleOnA=71278053, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71339873, rearAxleOnA=71340054, frontAxleOnB=71339877, rearAxleOnB=71340057, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71347759, rearAxleOnA=71347883, frontAxleOnB=71347761, rearAxleOnB=71347885, direction=SOUTH_BOUND, day=FOUR]
Vehicle [frontAxleOnA=71448167, rearAxleOnA=71448308, frontAxleOnB=0, rearAxleOnB=0, direction=NORTH_BOUND, day=FOUR]
